=== Overnight batch started at Sun Mar  1 07:06:37 CET 2026 ===

=== Phase 1: Blender pipeline ===
    62 characters, 5 poses each, 5 angles, flat style, with layers
    Started at Sun Mar  1 07:06:37 CET 2026

INFO pipeline.pose_applicator: Indexed 180 Turn W_ Briefcase (1).fbx: 69 frames, 4 keyframes sampled
49:37.613  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpf4j1to4q.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpf4j1to4q.png
49:38.083  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpouokvxig.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpouokvxig.png
49:38.722  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpxdymrbmn.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpxdymrbmn.png
49:39.363  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpf53ri57v.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpf53ri57v.png
49:39.856  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpz66t0urc.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpz66t0urc.png
49:40.343  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmphajia93z.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmphajia93z.png
49:40.819  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpbl9d26bu.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpbl9d26bu.png
49:41.276  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpeo9wc_io.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpeo9wc_io.png
49:41.737  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpfouft0wo.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpfouft0wo.png
49:42.218  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpah5xc37i.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpah5xc37i.png
49:42.693  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpsln2a6qe.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpsln2a6qe.png
49:43.155  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpo8xbejwn.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpo8xbejwn.png
INFO pipeline.layer_extractor: Saved 15 region layers for Ch28_nonPBR_pose_01_three_quarter
INFO pipeline.renderer: Assigned 3965 faces across 11 regions on mesh 'Ch28_Hoody'
INFO pipeline.renderer: Assigned 4078 faces across 5 regions on mesh 'Ch28_Pants'
INFO pipeline.renderer: Assigned 8991 faces across 8 regions on mesh 'Ch28_Body'
INFO pipeline.renderer: Assigned 2158 faces across 2 regions on mesh 'Ch28_Sneakers'
INFO pipeline.renderer: Color render configured: 512x512, EEVEE, sun energy=1.0, ambient=(0.7,0.7,0.7)
INFO pipeline.renderer: Applied flat style to 4 meshes
49:43.452  render           | Saved: 'output/segmentation/images/Ch28_nonPBR_pose_01_three_quarter_flat.png'
INFO pipeline.renderer: Color render saved to output/segmentation/images/Ch28_nonPBR_pose_01_three_quarter_flat.png
INFO pipeline.renderer: Restored scene after 'flat' style
INFO pipeline.renderer: Assigned 3965 faces across 11 regions on mesh 'Ch28_Hoody'
INFO pipeline.renderer: Assigned 4078 faces across 5 regions on mesh 'Ch28_Pants'
INFO pipeline.renderer: Assigned 8991 faces across 8 regions on mesh 'Ch28_Body'
INFO pipeline.renderer: Assigned 2158 faces across 2 regions on mesh 'Ch28_Sneakers'
INFO pipeline.exporter: Saved joints output/segmentation/joints/Ch28_nonPBR_pose_01.json
INFO pipeline.renderer: Camera setup: azimuth=90°, ortho_scale=1.698, center=(0.16, 0.70), resolution=512x512
INFO pipeline.renderer: Segmentation render configured: 512x512, EEVEE, no AA, transparent BG
49:43.687  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpma8r8mbp.png'
INFO pipeline.renderer: Segmentation mask rendered to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpma8r8mbp.png
INFO pipeline.renderer: Grayscale mask saved to output/segmentation/masks/Ch28_nonPBR_pose_01_side.png (512x512)
WARNING pipeline.joint_extractor: No bone mapped for region 13 (lower_leg_l) — marking as not visible
WARNING pipeline.joint_extractor: No bone mapped for region 15 (upper_leg_r) — marking as not visible
WARNING pipeline.joint_extractor: No bone mapped for region 16 (lower_leg_r) — marking as not visible
WARNING pipeline.joint_extractor: No bone mapped for region 19 (shoulder_r) — marking as not visible
INFO pipeline.joint_extractor: Extracted 19 joints (11 visible, 8 occluded/missing)
INFO pipeline.draw_order_extractor: Draw order extracted: 15 regions with depth data, map size 512x512
INFO pipeline.renderer: Color render configured: 512x512, EEVEE, sun energy=1.0, ambient=(0.7,0.7,0.7)
INFO pipeline.layer_extractor: Extracting 13 region layers for Ch28_nonPBR_pose_01_side
49:44.229  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpj273chqy.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpj273chqy.png
49:44.708  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpab36gg8u.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpab36gg8u.png
49:45.194  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp7myxzpow.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp7myxzpow.png
49:45.678  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpnq4cx03w.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpnq4cx03w.png
49:46.168  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpgrkcnvup.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpgrkcnvup.png
49:46.657  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpwa09bgy9.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpwa09bgy9.png
49:47.326  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpwue9uuau.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpwue9uuau.png
49:47.839  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmphpdwd9os.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmphpdwd9os.png
49:48.344  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpfsxfjjoh.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpfsxfjjoh.png
49:48.976  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmprbjm_ub6.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmprbjm_ub6.png
49:49.465  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpglg9b5ar.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpglg9b5ar.png
49:49.951  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpibj3o4js.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpibj3o4js.png
49:50.453  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpj_16pt6i.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpj_16pt6i.png
INFO pipeline.layer_extractor: Saved 13 region layers for Ch28_nonPBR_pose_01_side
INFO pipeline.renderer: Assigned 3965 faces across 11 regions on mesh 'Ch28_Hoody'
INFO pipeline.renderer: Assigned 4078 faces across 5 regions on mesh 'Ch28_Pants'
INFO pipeline.renderer: Assigned 8991 faces across 8 regions on mesh 'Ch28_Body'
INFO pipeline.renderer: Assigned 2158 faces across 2 regions on mesh 'Ch28_Sneakers'
INFO pipeline.renderer: Color render configured: 512x512, EEVEE, sun energy=1.0, ambient=(0.7,0.7,0.7)
INFO pipeline.renderer: Applied flat style to 4 meshes
49:50.776  render           | Saved: 'output/segmentation/images/Ch28_nonPBR_pose_01_side_flat.png'
INFO pipeline.renderer: Color render saved to output/segmentation/images/Ch28_nonPBR_pose_01_side_flat.png
INFO pipeline.renderer: Restored scene after 'flat' style
INFO pipeline.renderer: Assigned 3965 faces across 11 regions on mesh 'Ch28_Hoody'
INFO pipeline.renderer: Assigned 4078 faces across 5 regions on mesh 'Ch28_Pants'
INFO pipeline.renderer: Assigned 8991 faces across 8 regions on mesh 'Ch28_Body'
INFO pipeline.renderer: Assigned 2158 faces across 2 regions on mesh 'Ch28_Sneakers'
INFO pipeline.exporter: Saved joints output/segmentation/joints/Ch28_nonPBR_pose_01.json
INFO pipeline.renderer: Camera setup: azimuth=135°, ortho_scale=1.698, center=(0.16, 0.70), resolution=512x512
INFO pipeline.renderer: Segmentation render configured: 512x512, EEVEE, no AA, transparent BG
49:51.049  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpvm_iyc42.png'
INFO pipeline.renderer: Segmentation mask rendered to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpvm_iyc42.png
INFO pipeline.renderer: Grayscale mask saved to output/segmentation/masks/Ch28_nonPBR_pose_01_three_quarter_back.png (512x512)
WARNING pipeline.joint_extractor: No bone mapped for region 13 (lower_leg_l) — marking as not visible
WARNING pipeline.joint_extractor: No bone mapped for region 15 (upper_leg_r) — marking as not visible
WARNING pipeline.joint_extractor: No bone mapped for region 16 (lower_leg_r) — marking as not visible
WARNING pipeline.joint_extractor: No bone mapped for region 19 (shoulder_r) — marking as not visible
INFO pipeline.joint_extractor: Extracted 19 joints (6 visible, 13 occluded/missing)
INFO pipeline.draw_order_extractor: Draw order extracted: 15 regions with depth data, map size 512x512
INFO pipeline.renderer: Color render configured: 512x512, EEVEE, sun energy=1.0, ambient=(0.7,0.7,0.7)
INFO pipeline.layer_extractor: Extracting 15 region layers for Ch28_nonPBR_pose_01_three_quarter_back
49:51.598  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp5jzt7zhe.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp5jzt7zhe.png
49:52.057  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp118osr8p.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp118osr8p.png
49:52.521  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpgnq93j9b.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpgnq93j9b.png
49:52.983  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpzx90le76.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpzx90le76.png
49:53.447  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp8vsjq4ag.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp8vsjq4ag.png
49:53.916  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmprff4qnrq.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmprff4qnrq.png
49:54.382  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmps3b7me16.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmps3b7me16.png
49:54.840  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmprg03rtyv.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmprg03rtyv.png
49:55.299  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpfamjme1_.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpfamjme1_.png
49:55.760  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpuuo3sl6s.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpuuo3sl6s.png
49:56.230  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpy2xmtl63.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpy2xmtl63.png
49:56.706  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpw45mzy71.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpw45mzy71.png
49:57.188  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpebyy8itz.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpebyy8itz.png
49:57.666  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpbodbdzt5.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpbodbdzt5.png
49:58.137  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp5kkbnj5r.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp5kkbnj5r.png
INFO pipeline.layer_extractor: Saved 15 region layers for Ch28_nonPBR_pose_01_three_quarter_back
INFO pipeline.renderer: Assigned 3965 faces across 11 regions on mesh 'Ch28_Hoody'
INFO pipeline.renderer: Assigned 4078 faces across 5 regions on mesh 'Ch28_Pants'
INFO pipeline.renderer: Assigned 8991 faces across 8 regions on mesh 'Ch28_Body'
INFO pipeline.renderer: Assigned 2158 faces across 2 regions on mesh 'Ch28_Sneakers'
INFO pipeline.renderer: Color render configured: 512x512, EEVEE, sun energy=1.0, ambient=(0.7,0.7,0.7)
INFO pipeline.renderer: Applied flat style to 4 meshes
49:58.432  render           | Saved: 'output/segmentation/images/Ch28_nonPBR_pose_01_three_quarter_back_flat.png'
INFO pipeline.renderer: Color render saved to output/segmentation/images/Ch28_nonPBR_pose_01_three_quarter_back_flat.png
INFO pipeline.renderer: Restored scene after 'flat' style
INFO pipeline.renderer: Assigned 3965 faces across 11 regions on mesh 'Ch28_Hoody'
INFO pipeline.renderer: Assigned 4078 faces across 5 regions on mesh 'Ch28_Pants'
INFO pipeline.renderer: Assigned 8991 faces across 8 regions on mesh 'Ch28_Body'
INFO pipeline.renderer: Assigned 2158 faces across 2 regions on mesh 'Ch28_Sneakers'
INFO pipeline.exporter: Saved joints output/segmentation/joints/Ch28_nonPBR_pose_01.json
INFO pipeline.renderer: Camera setup: azimuth=180°, ortho_scale=1.698, center=(0.16, 0.70), resolution=512x512
INFO pipeline.renderer: Segmentation render configured: 512x512, EEVEE, no AA, transparent BG
49:58.673  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp18p6aaso.png'
INFO pipeline.renderer: Segmentation mask rendered to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp18p6aaso.png
INFO pipeline.renderer: Grayscale mask saved to output/segmentation/masks/Ch28_nonPBR_pose_01_back.png (512x512)
WARNING pipeline.joint_extractor: No bone mapped for region 13 (lower_leg_l) — marking as not visible
WARNING pipeline.joint_extractor: No bone mapped for region 15 (upper_leg_r) — marking as not visible
WARNING pipeline.joint_extractor: No bone mapped for region 16 (lower_leg_r) — marking as not visible
WARNING pipeline.joint_extractor: No bone mapped for region 19 (shoulder_r) — marking as not visible
INFO pipeline.joint_extractor: Extracted 19 joints (10 visible, 9 occluded/missing)
INFO pipeline.draw_order_extractor: Draw order extracted: 15 regions with depth data, map size 512x512
INFO pipeline.renderer: Color render configured: 512x512, EEVEE, sun energy=1.0, ambient=(0.7,0.7,0.7)
INFO pipeline.layer_extractor: Extracting 15 region layers for Ch28_nonPBR_pose_01_back
49:59.207  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpjbsr3pef.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpjbsr3pef.png
49:59.687  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpnh8vg9_k.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpnh8vg9_k.png
50:00.248  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp41apj246.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp41apj246.png
50:00.766  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpa46s96iz.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpa46s96iz.png
50:01.270  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpcdxmgcxm.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpcdxmgcxm.png
50:01.766  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpoh0e550m.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpoh0e550m.png
50:02.262  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpsh_5t9sq.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpsh_5t9sq.png
50:02.738  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp_vbz2cfk.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp_vbz2cfk.png
50:03.225  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpsty6coz3.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpsty6coz3.png
50:03.879  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmppa8w6zbh.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmppa8w6zbh.png
50:04.381  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpookqsm_k.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpookqsm_k.png
50:04.861  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpen24vstv.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpen24vstv.png
50:05.348  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp_fpuq42f.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp_fpuq42f.png
50:05.864  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpc31j4j88.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpc31j4j88.png
50:06.418  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmptdb2pimb.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmptdb2pimb.png
INFO pipeline.layer_extractor: Saved 15 region layers for Ch28_nonPBR_pose_01_back
INFO pipeline.renderer: Assigned 3965 faces across 11 regions on mesh 'Ch28_Hoody'
INFO pipeline.renderer: Assigned 4078 faces across 5 regions on mesh 'Ch28_Pants'
INFO pipeline.renderer: Assigned 8991 faces across 8 regions on mesh 'Ch28_Body'
INFO pipeline.renderer: Assigned 2158 faces across 2 regions on mesh 'Ch28_Sneakers'
INFO pipeline.renderer: Color render configured: 512x512, EEVEE, sun energy=1.0, ambient=(0.7,0.7,0.7)
INFO pipeline.renderer: Applied flat style to 4 meshes
50:06.719  render           | Saved: 'output/segmentation/images/Ch28_nonPBR_pose_01_back_flat.png'
INFO pipeline.renderer: Color render saved to output/segmentation/images/Ch28_nonPBR_pose_01_back_flat.png
INFO pipeline.renderer: Restored scene after 'flat' style
INFO pipeline.renderer: Assigned 3965 faces across 11 regions on mesh 'Ch28_Hoody'
INFO pipeline.renderer: Assigned 4078 faces across 5 regions on mesh 'Ch28_Pants'
INFO pipeline.renderer: Assigned 8991 faces across 8 regions on mesh 'Ch28_Body'
INFO pipeline.renderer: Assigned 2158 faces across 2 regions on mesh 'Ch28_Sneakers'
INFO pipeline.exporter: Saved joints output/segmentation/joints/Ch28_nonPBR_pose_01.json
WARNING pipeline.pose_applicator: No bones transferred for pose 180_turn_w__briefcase_(1)_frame_01 from 180 Turn W_ Briefcase (1).fbx — bone names may not match
ERROR pipeline.generate_dataset: Error processing Ch28_nonPBR pose 180_turn_w__briefcase_(1)_frame_01
Traceback (most recent call last):
  File "/Users/taw/code/strata-training-data/pipeline/generate_dataset.py", line 470, in process_character
    pose_style_counts = _process_single_pose(
                        ^^^^^^^^^^^^^^^^^^^^^
  File "/Users/taw/code/strata-training-data/pipeline/generate_dataset.py", line 623, in _process_single_pose
    raise RuntimeError(f"Failed to apply pose {pose.name} from {pose.source}")
RuntimeError: Failed to apply pose 180_turn_w__briefcase_(1)_frame_01 from 180 Turn W_ Briefcase (1).fbx
WARNING pipeline.pose_applicator: No bones transferred for pose hip_hop_dancing_(12)_frame_83 from Hip Hop Dancing (12).fbx — bone names may not match
ERROR pipeline.generate_dataset: Error processing Ch28_nonPBR pose hip_hop_dancing_(12)_frame_83
Traceback (most recent call last):
  File "/Users/taw/code/strata-training-data/pipeline/generate_dataset.py", line 470, in process_character
    pose_style_counts = _process_single_pose(
                        ^^^^^^^^^^^^^^^^^^^^^
  File "/Users/taw/code/strata-training-data/pipeline/generate_dataset.py", line 623, in _process_single_pose
    raise RuntimeError(f"Failed to apply pose {pose.name} from {pose.source}")
RuntimeError: Failed to apply pose hip_hop_dancing_(12)_frame_83 from Hip Hop Dancing (12).fbx
WARNING pipeline.pose_applicator: No bones transferred for pose samba_dancing_(1)_frame_01 from Samba Dancing (1).fbx — bone names may not match
ERROR pipeline.generate_dataset: Error processing Ch28_nonPBR pose samba_dancing_(1)_frame_01
Traceback (most recent call last):
  File "/Users/taw/code/strata-training-data/pipeline/generate_dataset.py", line 470, in process_character
    pose_style_counts = _process_single_pose(
                        ^^^^^^^^^^^^^^^^^^^^^
  File "/Users/taw/code/strata-training-data/pipeline/generate_dataset.py", line 623, in _process_single_pose
    raise RuntimeError(f"Failed to apply pose {pose.name} from {pose.source}")
RuntimeError: Failed to apply pose samba_dancing_(1)_frame_01 from Samba Dancing (1).fbx
INFO pipeline.renderer: Assigned 3965 faces across 11 regions on mesh 'Ch28_Hoody'
INFO pipeline.renderer: Assigned 4078 faces across 5 regions on mesh 'Ch28_Pants'
INFO pipeline.renderer: Assigned 8991 faces across 8 regions on mesh 'Ch28_Body'
INFO pipeline.renderer: Assigned 2158 faces across 2 regions on mesh 'Ch28_Sneakers'
INFO pipeline.renderer: Camera setup: azimuth=0°, ortho_scale=1.722, center=(0.19, 0.70), resolution=512x512
INFO pipeline.weight_extractor: Extracted weights for 18840 vertices (18431 with weights, 409 empty)
INFO pipeline.exporter: Saved weights output/segmentation/weights/Ch28_nonPBR_pose_00.json
INFO pipeline.measurement_ground_truth: Extracted measurements for 15 regions (18431 vertices)
INFO pipeline.exporter: Saved measurements output/segmentation/measurements/Ch28_nonPBR.json
INFO pipeline.exporter: Saved source metadata output/segmentation/sources/Ch28_nonPBR.json

WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
WARNING: User property type 'Short' is not supported
